algorithm,RQ,experiment_id,iteration,no_datapoints,no_features,preprocessing_energy(J),preprocessing_time(s),train_energy(J),train_time(s),predict_energy(J),predict_time(s),datatype,accuracy,precision,recall,f1
Decision Tree,2.1,26,3,1559,8169,0.006266544913255936,1.4558870792388916,0.03852857201123975,1.480543851852417,0.028882177099490473,1.4500939846038818,float64,0.9596412556053812,0.8888888888888888,0.8,0.8421052631578948
KNN,2.1,62,4,3119,8169,0.010459700067078507,1.4584760665893555,0.007848864461708807,1.4461560249328613,0.19058536969547255,1.6412889957427979,float64,0.9125560538116592,0.7114093959731543,0.5888888888888889,0.6443768996960486
Random Forest,2.2,91,5,3900,817,0.02690581253230346,1.4362361431121826,0.641065890212448,2.0174708366394043,0.10127084249193224,1.516503095626831,float64,0.9766746411483254,0.9946524064171123,0.8303571428571429,0.905109489051095
AdaBoost,2.2,119,3,3900,7352,0.016857428331759374,1.4545187950134277,0.8265708524478281,2.284133195877075,0.0986383042661144,1.5090889930725098,float64,0.9688995215311005,0.9134615384615384,0.8482142857142857,0.8796296296296297
SVM,2.1,3,12,2730,8169,0.010025889316304755,1.4433841705322266,0.2348247013272237,1.7438228130340576,0.17400814252840474,1.5804507732391357,float64,0.8282051282051283,0.4325153374233129,0.8980891719745223,0.5838509316770186
Random Forest,2.1,84,25,2340,8169,0.006991448305995763,1.4318208694458008,0.6799963067070474,2.47247314453125,0.0634383250768278,1.5007960796356201,float64,0.9611166500498505,1.0,0.7089552238805971,0.8296943231441047
SVM,2.2,12,9,3900,1633,0.018856091879238212,1.450300931930542,0.2619574514020961,1.7456891536712646,0.11010173208511473,1.5878961086273193,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
KNN,2.1,64,21,2340,8169,0.006861394490407038,1.4401671886444092,0.00655717018663152,1.4307489395141602,0.12274724544079404,1.5725758075714111,float64,0.9032901296111665,0.6796116504854369,0.5223880597014925,0.590717299578059
Bagging Classifier,2.2,131,24,3900,817,0.29996546920277845,1.426069974899292,0.17991266972433753,1.6429266929626465,0.056379335153050214,1.5112130641937256,float64,0.9623205741626795,0.8851674641148325,0.8258928571428571,0.8545034642032333
SVM,2.2,20,3,3900,8169,0.0005619506130957069,1.4267549514770508,0.6643814157963751,2.084366798400879,0.2861000997888492,1.6823840141296387,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
KNN,2.2,72,14,3900,1633,0.01551935646620913,1.4363458156585693,0.0120323977547074,1.444676160812378,0.2509791068508949,1.7135040760040283,float64,0.868421052631579,1.0,0.017857142857142856,0.03508771929824561
Bagging Classifier,2.1,122,4,3119,8169,0.010317815032853967,1.4467172622680664,0.44291823310456224,1.969878911972046,0.057861701286348925,1.4879438877105713,float64,0.9611360239162929,0.9,0.8,0.8470588235294118
KNN,2.2,75,4,3900,4084,0.017644506601676824,1.4643890857696533,0.009482252728294676,1.4555480480194092,0.26311163830485923,1.7286760807037354,float64,0.8690191387559809,1.0,0.022321428571428572,0.043668122270742356
Decision Tree,2.2,40,19,3900,8169,0.0005547679865861635,1.4423480033874512,0.1342610924425935,1.5587852001190186,0.05223272091789097,1.5272581577301025,float64,0.9605263157894737,0.8495575221238938,0.8571428571428571,0.8533333333333332
Bagging Classifier,2.2,139,10,3900,7352,0.015226694746460526,1.4566740989685059,0.7490767230200722,2.108367681503296,0.08142006764971012,1.5112719535827637,float64,0.9665071770334929,0.9329896907216495,0.8080357142857143,0.8660287081339714
SVM,2.2,19,5,3900,7352,0.02465456693656205,1.4815881252288818,1.5022559772594635,2.0139520168304443,0.21928020453864674,1.6970586776733398,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Decision Tree,2.2,37,3,3900,5718,0.017299296918339296,1.4809298515319824,0.13532697704692653,1.5354430675506592,0.06862720790132429,1.48707914352417,float64,0.9623205741626795,0.8609865470852018,0.8571428571428571,0.8590604026845639
KNN,2.1,61,20,3509,8169,0.011509855633468787,1.426867961883545,0.013206503724849038,1.4379961490631104,0.23311848033582375,1.6738812923431396,float64,0.9222591362126246,0.717948717948718,0.693069306930693,0.7052896725440806
SVM,2.1,5,5,1950,8169,0.006772980023029432,1.4484548568725586,0.1344491668396591,1.5897648334503174,0.07309611045065967,1.5163230895996094,float64,0.8205741626794258,0.4166666666666667,0.8482142857142857,0.5588235294117647
KNN,2.2,74,29,3900,3268,0.02563484088424013,1.457754135131836,0.0107979963050885,1.4482438564300537,0.3471321200262218,1.7158660888671875,float64,0.868421052631579,1.0,0.017857142857142856,0.03508771929824561
Bagging Classifier,2.2,139,27,3900,7352,0.01617193918811336,1.453848123550415,0.47910345095939216,2.0936198234558105,0.07034697941172446,1.4908599853515625,float64,0.9641148325358851,0.91,0.8125,0.8584905660377358
KNN,2.1,63,16,2730,8169,0.010756362276855612,1.435359001159668,0.007659141405816321,1.4375381469726562,0.1506741588913052,1.596877098083496,float64,0.9136752136752136,0.7121212121212122,0.5987261146496815,0.6505190311418685
KNN,2.1,70,15,3900,8169,0.0007020475516208383,1.4448630809783936,0.010199262172137855,1.4380791187286377,0.36072207727614364,1.7176179885864258,float64,0.9336124401913876,0.7927461139896373,0.6830357142857143,0.7338129496402879
Decision Tree,2.1,29,29,389,8169,0.00957826209620316,1.429197072982788,0.013444764075896096,1.435727834701538,0.01823637842425058,1.4381167888641357,float64,0.9047619047619048,0.6842105263157895,0.5652173913043478,0.6190476190476191
AdaBoost,2.2,115,21,3900,4084,0.02545406972414959,1.4624950885772705,0.4247085597078773,1.940370798110962,0.06506386312036554,1.502047061920166,float64,0.9694976076555024,0.9138755980861244,0.8526785714285714,0.8822170900692841
Bagging Classifier,2.1,122,14,3119,8169,0.018087411442282743,1.4323079586029053,1.0288552847461885,1.9407360553741455,0.08939708943978816,1.4566450119018555,float64,0.9603886397608371,0.9044585987261147,0.7888888888888889,0.8427299703264094
AdaBoost,2.2,118,3,3900,6535,0.024695145568564142,1.4164249897003174,1.3600883805043644,2.2644991874694824,0.22157454629426568,1.4561059474945068,float64,0.9683014354066986,0.9130434782608695,0.84375,0.8770301624129929
KNN,2.2,80,27,3900,8169,0.0008239209168364627,1.439997911453247,0.00960529895437476,1.4296948909759521,0.2694638213977626,1.7281231880187988,float64,0.9336124401913876,0.7927461139896373,0.6830357142857143,0.7338129496402879
SVM,2.2,13,23,3900,2451,0.01720991840531613,1.4338057041168213,0.40861622640280815,1.8399438858032227,0.46720887405489475,1.6360251903533936,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
AdaBoost,2.1,102,2,3119,8169,0.022558678831259674,1.4172861576080322,0.7350599584427836,2.1462998390197754,0.14711015593915738,1.4843268394470215,float64,0.9641255605381166,0.9230769230769231,0.8,0.8571428571428571
Decision Tree,2.2,33,26,3900,2451,0.026660068769493225,1.454552173614502,0.06872522383627597,1.5297808647155762,0.05341085351640168,1.4890527725219727,float64,0.9605263157894737,0.8691588785046729,0.8303571428571429,0.8493150684931506
SVM,2.2,12,11,3900,1633,0.025748224620895304,1.4598851203918457,0.31433768303686166,1.7598328590393066,0.14067754941130295,1.5743567943572998,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
SVM,2.2,14,19,3900,3268,0.01574508275418945,1.43149995803833,0.5028613509650904,1.9378812313079834,0.17832462340150204,1.667196273803711,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
AdaBoost,2.1,107,0,1169,8169,0.009696757858248726,1.4511668682098389,0.2536686869036545,1.6575171947479248,0.04848192569557909,1.4643950462341309,float64,0.9601593625498008,0.873015873015873,0.8208955223880597,0.8461538461538461
Random Forest,2.1,84,26,2340,8169,0.016251832714364537,1.441375970840454,0.9984229197829733,2.4838719367980957,0.050883750153818144,1.493048906326294,float64,0.9611166500498505,1.0,0.7089552238805971,0.8296943231441047
SVM,2.2,11,12,3900,817,0.02924008095537678,1.4389731884002686,0.24149310957453848,1.7125961780548096,0.11896346459222416,1.5718562602996826,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
KNN,2.2,76,23,3900,4901,0.025853138041239794,1.470027208328247,0.012748897343010598,1.4154009819030762,0.35793612191870755,1.7264869213104248,float64,0.8797846889952153,1.0,0.10267857142857142,0.1862348178137652
Random Forest,2.2,96,26,3900,4901,0.017061080135241883,1.450901985168457,3.486833257961205,2.9594061374664307,0.11430820786928882,1.5464820861816406,float64,0.9778708133971292,1.0,0.8348214285714286,0.9099756690997567
Decision Tree,2.1,27,2,1169,8169,0.009954472434466226,1.430210828781128,0.025055157605507198,1.4555623531341553,0.020338115165446195,1.4585700035095215,float64,0.950199203187251,0.8387096774193549,0.7761194029850746,0.8062015503875968
Decision Tree,2.2,32,4,3900,1633,0.025346289333523432,1.449394941329956,0.06587968811132335,1.4806010723114014,0.05320098173525725,1.4914970397949219,float64,0.9647129186602871,0.8873239436619719,0.84375,0.8649885583524027
AdaBoost,2.1,104,22,2340,8169,0.010182441809892102,1.4368419647216797,0.44417239509106676,1.9528167247772217,0.04544970061410529,1.483267068862915,float64,0.9531405782652044,0.865546218487395,0.7686567164179104,0.8142292490118578
Bagging Classifier,2.1,121,12,3509,8169,0.007228038536111969,1.4340388774871826,0.64313253759179,2.041921854019165,0.22055148648233586,1.4588563442230225,float64,0.9634551495016611,0.8972972972972973,0.8217821782178217,0.8578811369509044
Random Forest,2.2,100,9,3900,8169,0.0007719822000704547,1.4217231273651123,2.1126917570835193,3.3962860107421875,0.09310524987065487,1.539405107498169,float64,0.979066985645933,0.9896373056994818,0.8526785714285714,0.9160671462829736
SVM,2.2,16,16,3900,4901,0.026794807724729957,1.4682531356811523,0.4509852612015339,1.9894721508026123,0.2464113938072097,1.6849451065063477,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Bagging Classifier,2.1,125,3,1950,8169,0.006549284922174235,1.4311118125915527,0.21105729875939144,1.7013428211212158,0.03682816501514415,1.480508804321289,float64,0.9617224880382775,0.9166666666666666,0.7857142857142857,0.8461538461538461
Random Forest,2.2,92,1,3900,1633,0.01694678708312822,1.4773168563842773,1.0401972257972047,2.4549150466918945,0.08934649039799876,1.5088920593261719,float64,0.9748803827751196,0.989247311827957,0.8214285714285714,0.8975609756097561
KNN,2.2,75,16,3900,4084,0.026410406502620477,1.4508390426635742,0.009295867315005112,1.4440250396728516,0.2713419901588616,1.7348406314849854,float64,0.8690191387559809,1.0,0.022321428571428572,0.043668122270742356
KNN,2.2,74,22,3900,3268,0.021418252598783293,1.4262077808380127,0.021271367999621576,1.4586400985717773,0.25277533748935743,1.7374262809753418,float64,0.868421052631579,1.0,0.017857142857142856,0.03508771929824561
SVM,2.2,11,24,3900,817,0.017875886726895163,1.4458749294281006,0.0,1.6960139274597168,0.11727172074343131,1.5441250801086426,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
KNN,2.2,78,3,3900,6535,0.02533659703764511,1.4593846797943115,0.013645412775955173,1.4425082206726074,0.3395134970564895,1.7215220928192139,float64,0.8893540669856459,0.975609756097561,0.17857142857142858,0.30188679245283023
Bagging Classifier,2.2,136,12,3900,4901,0.024323891786007783,1.4524848461151123,0.4827462150111905,1.9965012073516846,0.059684519354136434,1.511702060699463,float64,0.9659090909090909,0.9113300492610837,0.8258928571428571,0.8665105386416861
Bagging Classifier,2.2,137,29,3900,5718,0.016522799271351366,1.4489610195159912,0.4104799866951743,2.0683610439300537,0.058249304102942046,1.507551908493042,float64,0.9665071770334929,0.9117647058823529,0.8303571428571429,0.8691588785046729
AdaBoost,2.1,110,4,3900,8169,0.001298443627012127,1.436457872390747,0.5956814351839639,2.3982629776000977,0.07049624946240693,1.5039160251617432,float64,0.9688995215311005,0.9134615384615384,0.8482142857142857,0.8796296296296297
Decision Tree,2.1,28,8,779,8169,0.008937099071969688,1.4542641639709473,0.0202394436950025,1.453951120376587,0.016016042084265207,1.4405341148376465,float64,0.9432835820895522,0.8421052631578947,0.7111111111111111,0.7710843373493975
AdaBoost,2.1,104,9,2340,8169,0.010079738391101104,1.4646332263946533,0.4943458928414383,1.9540698528289795,0.05614491049416697,1.4614291191101074,float64,0.9531405782652044,0.865546218487395,0.7686567164179104,0.8142292490118578
Random Forest,2.2,98,0,3900,6535,0.02467980521697666,1.444700002670288,2.3460889043533237,3.1311912536621094,0.2407228314072237,1.5185332298278809,float64,0.9772727272727273,0.984375,0.84375,0.9086538461538461
AdaBoost,2.2,111,28,3900,817,0.024810876642375416,1.4572710990905762,0.2204487874239836,1.6889021396636963,0.17161479460526377,1.4983322620391846,float64,0.9659090909090909,0.9033816425120773,0.8348214285714286,0.8677494199535963
Decision Tree,2.1,23,5,2730,8169,0.007249824927998288,1.4449291229248047,0.08456017168716033,1.5079798698425293,0.04092106806982884,1.4648382663726807,float64,0.9529914529914529,0.8445945945945946,0.7961783439490446,0.819672131147541
Decision Tree,2.2,40,21,3900,8169,0.0008637469055245776,1.4026801586151123,0.116386734529262,1.5626428127288818,0.05547126925785563,1.4979331493377686,float64,0.9635167464114832,0.8654708520179372,0.8616071428571429,0.8635346756152126
KNN,2.2,71,18,3900,817,0.02501814573955436,1.4554517269134521,0.012647289451062494,1.454679012298584,0.25400366730125556,1.7246437072753906,float64,0.867822966507177,1.0,0.013392857142857142,0.026431718061674006
AdaBoost,2.1,107,4,1169,8169,0.006497715749558687,1.4485790729522705,0.1786003015279831,1.6703109741210938,0.07757714155440086,1.4569790363311768,float64,0.9601593625498008,0.873015873015873,0.8208955223880597,0.8461538461538461
SVM,2.2,12,27,3900,1633,0.025684419607646107,1.4285480976104736,0.37443988594354,1.72580885887146,0.17165152950440432,1.6068470478057861,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Bagging Classifier,2.1,121,20,3509,8169,0.008005043451527185,1.431380033493042,0.46940550181469226,2.0369858741760254,0.0556738699648158,1.4896769523620605,float64,0.9634551495016611,0.8972972972972973,0.8217821782178217,0.8578811369509044
AdaBoost,2.1,105,2,1950,8169,0.010440651435591424,1.4414629936218262,0.3522195706516589,1.8620941638946533,0.04352844753554609,1.457746982574463,float64,0.9641148325358851,0.8660714285714286,0.8660714285714286,0.8660714285714286
Bagging Classifier,2.1,124,2,2340,8169,0.01070162381830007,1.4549334049224854,0.4612728147892239,1.7557711601257324,0.035885825998227545,1.4866948127746582,float64,0.9561316051844466,0.8813559322033898,0.7761194029850746,0.8253968253968255
AdaBoost,2.2,117,2,3900,5718,0.02541200746196065,1.4624769687652588,0.564831869267968,2.1150219440460205,0.06742379826429269,1.5016229152679443,float64,0.9700956937799043,0.9142857142857143,0.8571428571428571,0.8847926267281105
AdaBoost,2.1,105,26,1950,8169,0.009870831554411354,1.4427261352539062,0.4257345768325504,1.8439619541168213,0.04303722095607281,1.4963960647583008,float64,0.965311004784689,0.8672566371681416,0.875,0.8711111111111112
SVM,2.2,20,28,3900,8169,0.0008594681733465652,1.456561803817749,0.5209314761340653,2.0826497077941895,0.22427924306518965,1.7228949069976807,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Random Forest,2.1,89,12,389,8169,0.006309925400463568,1.436957836151123,0.14862248534377126,1.6218690872192383,0.021761825174205607,1.4639050960540771,float64,0.9345238095238095,1.0,0.5217391304347826,0.6857142857142856
KNN,2.2,75,25,3900,4084,0.02752535115677337,1.4336283206939697,0.009301981949810266,1.4545931816101074,0.28748162187218945,1.7158150672912598,float64,0.8690191387559809,1.0,0.022321428571428572,0.043668122270742356
KNN,2.1,70,14,3900,8169,0.0008751052048163506,1.4360918998718262,0.00978355160275826,1.4422142505645752,0.2875540803280323,1.7307379245758057,float64,0.9336124401913876,0.7927461139896373,0.6830357142857143,0.7338129496402879
Random Forest,2.1,86,27,1559,8169,0.026242673321708893,1.4336638450622559,0.6367183477233046,2.044748067855835,0.047099945013110225,1.4689228534698486,float64,0.9596412556053812,1.0,0.7,0.8235294117647058
Decision Tree,2.1,30,8,3900,8169,0.0007348433712579674,1.4256591796875,0.2626176742807845,1.5618739128112793,0.11635368315633236,1.4669768810272217,float64,0.9611244019138756,0.8533333333333334,0.8571428571428571,0.8552338530066815
Decision Tree,2.2,31,23,3900,817,0.023569928631590322,1.453672170639038,0.03241066122907576,1.4941010475158691,0.046005941712382516,1.4923360347747803,float64,0.9599282296650717,0.8552036199095022,0.84375,0.8494382022471909
